	Данные измерения магнитометра ПКМ
	Файл: C:\Documents and Settings\sergey\Мои документы\магн_13022016\3.txt

Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
050410.949  00:03:02.7  
050479.254  00:03:02.8  
050554.617  00:03:02.9  
050648.168  00:03:03.0  
050771.867  00:03:03.1  
050912.887  00:03:03.2  
051043.328  00:03:03.3  
051141.469  00:03:03.4  
051183.656  00:03:03.5  
051184.688  00:03:03.6  
051187.707  00:03:03.7  
051211.023  00:03:03.8  
051249.176  00:03:03.9  
051258.777  00:03:04.0  
051162.418  00:03:04.1  
050962.508  00:03:04.2  
050774.406  00:03:04.3  
050644.770  00:03:04.4  
050527.117  00:03:04.5  
050401.387  00:03:04.6  
050284.574  00:03:04.7  
050174.766  00:03:04.8  
050082.223  00:03:04.9  
050008.758  00:03:05.0  
049947.625  00:03:05.1  
049893.824  00:03:05.2  
049844.875  00:03:05.3  
049803.020  00:03:05.4  
049772.094  00:03:05.5  
049754.172  00:03:05.6  
049743.340  00:03:05.7  
049735.430  00:03:05.8  
049729.199  00:03:05.9  
049724.227  00:03:06.0  
049722.676  00:03:06.1  
049725.527  00:03:06.2  
049730.953  00:03:06.3  
049737.602  00:03:06.4  
049744.535  00:03:06.5  
049753.090  00:03:06.6  
049766.266  00:03:06.7  
049784.020  00:03:06.8  
049804.066  00:03:06.9  
049823.562  00:03:07.0  
049837.312  00:03:07.1  
049848.746  00:03:07.2  
049859.371  00:03:07.3  
049867.387  00:03:07.4  
049875.012  00:03:07.5  
049884.074  00:03:07.6  
049892.676  00:03:07.7  
049899.059  00:03:07.8  
049903.883  00:03:07.9  
049905.367  00:03:08.0  
049908.730  00:03:08.1  
049914.422  00:03:08.2  
049922.867  00:03:08.3  
049925.125  00:03:08.4  
049919.195  00:03:08.5  
049905.711  00:03:08.6  
049886.426  00:03:08.7  
049870.113  00:03:08.8  
049859.492  00:03:08.9  
049850.098  00:03:09.0  
049835.527  00:03:09.1  
049817.191  00:03:09.2  
049792.145  00:03:09.3  
049753.352  00:03:09.4  
049712.848  00:03:09.5  
049676.355  00:03:09.6  
049643.891  00:03:09.7  
049611.086  00:03:09.8  
049579.145  00:03:09.9  
049548.902  00:03:10.0  
049523.621  00:03:10.1  
049507.582  00:03:10.2  
049496.867  00:03:10.3  
049488.309  00:03:10.4  
049481.590  00:03:10.5  
049475.363  00:03:10.6  
049468.965  00:03:10.7  
049463.195  00:03:10.8  
049459.801  00:03:10.9  
049460.199  00:03:11.0  
049462.867  00:03:11.1  
049465.809  00:03:11.2  
049468.527  00:03:11.3  
049472.727  00:03:11.4  
049478.465  00:03:11.5  
049486.391  00:03:11.6  
049496.488  00:03:11.7  
049505.379  00:03:11.8  
049513.332  00:03:11.9  
049521.684  00:03:12.0  
049530.590  00:03:12.1  
049538.836  00:03:12.2  
049548.238  00:03:12.3  
049558.230  00:03:12.4  
049568.660  00:03:12.5  
049576.973  00:03:12.6  
049583.945  00:03:12.7  
049590.027  00:03:12.8  
049595.918  00:03:12.9  
049603.297  00:03:13.0  
049611.555  00:03:13.1  
049620.809  00:03:13.2  
049631.117  00:03:13.3  
049639.781  00:03:13.4  
049646.348  00:03:13.5  
049653.375  00:03:13.6  
049662.234  00:03:13.7  
049672.516  00:03:13.8  
049684.031  00:03:13.9  
049694.105  00:03:14.0  
049700.242  00:03:14.1  
049704.598  00:03:14.2  
049707.578  00:03:14.3  
049708.984  00:03:14.4  
049709.410  00:03:14.5  
049709.125  00:03:14.6  
049707.016  00:03:14.7  
049703.340  00:03:14.8  
049698.098  00:03:14.9  
049693.047  00:03:15.0  
049689.711  00:03:15.1  
049687.969  00:03:15.2  
049687.367  00:03:15.3  
049687.031  00:03:15.4  
049686.824  00:03:15.5  
049688.062  00:03:15.6  
049690.340  00:03:15.7  
049693.141  00:03:15.8  
049697.938  00:03:15.9  
049704.250  00:03:16.0  
049713.602  00:03:16.1  
049726.773  00:03:16.2  
049745.828  00:03:16.3  
049771.719  00:03:16.4  
049801.871  00:03:16.5  
049834.316  00:03:16.6  
049872.406  00:03:16.7  
049919.855  00:03:16.8  
049981.332  00:03:16.9  
050059.043  00:03:17.0  
050139.883  00:03:17.1  
050205.852  00:03:17.2  
050273.582  00:03:17.3  
050348.520  00:03:17.4  
050426.551  00:03:17.5  
050509.473  00:03:17.6  
050591.773  00:03:17.7  
050658.789  00:03:17.8  
050677.555  00:03:17.9  
050664.238  00:03:18.0  
050634.617  00:03:18.1  
050592.223  00:03:18.2  
050544.742  00:03:18.3  
050488.473  00:03:18.4  
050413.723  00:03:18.5  
050335.676  00:03:18.6  
050259.520  00:03:18.7  
050186.020  00:03:18.8  
050119.523  00:03:18.9  
050061.051  00:03:19.0  
050003.547  00:03:19.1  
049940.602  00:03:19.2  
049878.727  00:03:19.3  
049827.383  00:03:19.4  
049788.793  00:03:19.5  
049760.133  00:03:19.6  
049735.434  00:03:19.7  
049712.078  00:03:19.8  
049689.801  00:03:19.9  
049669.594  00:03:20.0  
049655.168  00:03:20.1  
049643.582  00:03:20.2  
049634.422  00:03:20.3  
049629.910  00:03:20.4  
049627.691  00:03:20.5  
049625.328  00:03:20.6  
049622.844  00:03:20.7  
049621.020  00:03:20.8  
049619.945  00:03:20.9  
049618.773  00:03:21.0  
049617.715  00:03:21.1  
049617.324  00:03:21.2  
049617.508  00:03:21.3  
049619.004  00:03:21.4  
049619.547  00:03:21.5  
049619.516  00:03:21.6  
049619.277  00:03:21.7  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049637.566  00:03:53.6  
049637.586  00:03:53.7  
049637.637  00:03:53.8  
049638.625  00:03:53.9  
049639.457  00:03:54.0  
049640.035  00:03:54.1  
049640.184  00:03:54.2  
049640.863  00:03:54.3  
049642.402  00:03:54.4  
049645.812  00:03:54.5  
049650.121  00:03:54.6  
049658.426  00:03:54.7  
049669.891  00:03:54.8  
049684.754  00:03:54.9  
049704.066  00:03:55.0  
049721.113  00:03:55.1  
049733.617  00:03:55.2  
049744.500  00:03:55.3  
049755.977  00:03:55.4  
049768.062  00:03:55.5  
049783.113  00:03:55.6  
049802.121  00:03:55.7  
049822.855  00:03:55.8  
049841.309  00:03:55.9  
049857.844  00:03:56.0  
049877.109  00:03:56.1  
049899.699  00:03:56.2  
049926.027  00:03:56.3  
049958.707  00:03:56.4  
049999.352  00:03:56.5  
050043.594  00:03:56.6  
050077.820  00:03:56.7  
050101.285  00:03:56.8  
050115.172  00:03:56.9  
050122.031  00:03:57.0  
050125.891  00:03:57.1  
050126.695  00:03:57.2  
050119.328  00:03:57.3  
050103.352  00:03:57.4  
050079.281  00:03:57.5  
050056.117  00:03:57.6  
050035.535  00:03:57.7  
050015.574  00:03:57.8  
049998.133  00:03:57.9  
049978.512  00:03:58.0  
049955.391  00:03:58.1  
049928.539  00:03:58.2  
049902.078  00:03:58.3  
049879.629  00:03:58.4  
049857.586  00:03:58.5  
049836.902  00:03:58.6  
049817.969  00:03:58.7  
049800.184  00:03:58.8  
049781.016  00:03:58.9  
049761.395  00:03:59.0  
049745.000  00:03:59.1  
049733.715  00:03:59.2  
049723.461  00:03:59.3  
049713.656  00:03:59.4  
049705.441  00:03:59.5  
049699.430  00:03:59.6  
049694.238  00:03:59.7  
049689.703  00:03:59.8  
049686.016  00:03:59.9  
049682.148  00:04:00.0  
049679.875  00:04:00.1  
049678.914  00:04:00.2  
049679.047  00:04:00.3  
049679.504  00:04:00.4  
049679.230  00:04:00.5  
049678.699  00:04:00.6  
049678.102  00:04:00.7  
049676.352  00:04:00.8  
049675.000  00:04:00.9  
049673.859  00:04:01.0  
049671.469  00:04:01.1  
049669.066  00:04:01.2  
049666.668  00:04:01.3  
049664.301  00:04:01.4  
049667.938  00:04:01.5  
049674.910  00:04:01.6  
049676.297  00:04:01.7  
049675.969  00:04:01.8  
049672.676  00:04:01.9  
049673.867  00:04:02.0  
049677.656  00:04:02.1  
049675.645  00:04:02.2  
049671.371  00:04:02.3  
049665.414  00:04:02.4  
049658.023  00:04:02.5  
049649.605  00:04:02.6  
049641.383  00:04:02.7  
049633.938  00:04:02.8  
049626.688  00:04:02.9  
049619.863  00:04:03.0  
049613.391  00:04:03.1  
049606.629  00:04:03.2  
049598.848  00:04:03.3  
049591.988  00:04:03.4  
049585.898  00:04:03.5  
049579.223  00:04:03.6  
049572.129  00:04:03.7  
049564.562  00:04:03.8  
049557.414  00:04:03.9  
049551.742  00:04:04.0  
049548.023  00:04:04.1  
049544.723  00:04:04.2  
049540.723  00:04:04.3  
049536.449  00:04:04.4  
049532.348  00:04:04.5  
049530.031  00:04:04.6  
049530.820  00:04:04.7  
049532.762  00:04:04.8  
049535.348  00:04:04.9  
049537.371  00:04:05.0  
049538.531  00:04:05.1  
049539.629  00:04:05.2  
049544.082  00:04:05.3  
049551.863  00:04:05.4  
049560.418  00:04:05.5  
049568.977  00:04:05.6  
049577.156  00:04:05.7  
049585.395  00:04:05.8  
049595.664  00:04:05.9  
049609.922  00:04:06.0  
049628.523  00:04:06.1  
049646.453  00:04:06.2  
049661.770  00:04:06.3  
049676.406  00:04:06.4  
049692.480  00:04:06.5  
049711.938  00:04:06.6  
049735.477  00:04:06.7  
049759.594  00:04:06.8  
049780.867  00:04:06.9  
049797.406  00:04:07.0  
049810.969  00:04:07.1  
049826.324  00:04:07.2  
049844.102  00:04:07.3  
049857.984  00:04:07.4  
049863.105  00:04:07.5  
049859.227  00:04:07.6  
049854.883  00:04:07.7  
049853.180  00:04:07.8  
049854.988  00:04:07.9  
049858.711  00:04:08.0  
049861.508  00:04:08.1  
049863.020  00:04:08.2  
049869.312  00:04:08.3  
049870.227  00:04:08.4  
049862.086  00:04:08.5  
049855.660  00:04:08.6  
049845.523  00:04:08.7  
049814.113  00:04:08.8  
049779.516  00:04:08.9  
049762.539  00:04:09.0  
049759.535  00:04:09.1  
049764.066  00:04:09.2  
049770.977  00:04:09.3  
049775.680  00:04:09.4  
049774.145  00:04:09.5  
049767.449  00:04:09.6  
049760.758  00:04:09.7  
049756.781  00:04:09.8  
049756.492  00:04:09.9  
049760.645  00:04:10.0  
049769.207  00:04:10.1  
049782.512  00:04:10.2  
049799.270  00:04:10.3  
049815.473  00:04:10.4  
049830.852  00:04:10.5  
049847.234  00:04:10.6  
049869.434  00:04:10.7  
049899.422  00:04:10.8  
049940.781  00:04:10.9  
049988.738  00:04:11.0  
050036.871  00:04:11.1  
050081.578  00:04:11.2  
050129.898  00:04:11.3  
050188.059  00:04:11.4  
050251.410  00:04:11.5  
050308.859  00:04:11.6  
050346.707  00:04:11.7  
050362.418  00:04:11.8  
050381.684  00:04:11.9  
050414.734  00:04:12.0  
050444.539  00:04:12.1  
050447.309  00:04:12.2  
050423.297  00:04:12.3  
050387.223  00:04:12.4  
050347.246  00:04:12.5  
050303.328  00:04:12.6  
050255.953  00:04:12.7  
050206.180  00:04:12.8  
050146.625  00:04:12.9  
050084.645  00:04:13.0  
050034.707  00:04:13.1  
049993.746  00:04:13.2  
049957.758  00:04:13.3  
049925.223  00:04:13.4  
049893.324  00:04:13.5  
049861.801  00:04:13.6  
049834.508  00:04:13.7  
049811.824  00:04:13.8  
049791.262  00:04:13.9  
049772.332  00:04:14.0  
049755.531  00:04:14.1  
049740.906  00:04:14.2  
049728.129  00:04:14.3  
049717.906  00:04:14.4  
049709.641  00:04:14.5  
049701.793  00:04:14.6  
049693.934  00:04:14.7  
049686.672  00:04:14.8  
049680.520  00:04:14.9  
049675.957  00:04:15.0  
049673.262  00:04:15.1  
049670.160  00:04:15.2  
049666.004  00:04:15.3  
049661.730  00:04:15.4  
049658.852  00:04:15.5  
049656.551  00:04:15.6  
049654.527  00:04:15.7  
049652.863  00:04:15.8  
049651.184  00:04:15.9  
049648.949  00:04:16.0  
049646.758  00:04:16.1  
049645.391  00:04:16.2  
049645.066  00:04:16.3  
049645.453  00:04:16.4  
049646.605  00:04:16.5  
049646.949  00:04:16.6  
049646.258  00:04:16.7  
049646.152  00:04:16.8  
049647.238  00:04:16.9  
049649.023  00:04:17.0  
049650.352  00:04:17.1  
049651.398  00:04:17.2  
049652.426  00:04:17.3  
049653.969  00:04:17.4  
049656.613  00:04:17.5  
049660.141  00:04:17.6  
049663.371  00:04:17.7  
049665.902  00:04:17.8  
049667.547  00:04:17.9  
049668.957  00:04:18.0  
049670.500  00:04:18.1  
049673.027  00:04:18.2  
049675.324  00:04:18.3  
049676.824  00:04:18.4  
049678.527  00:04:18.5  
049680.379  00:04:18.6  
049683.223  00:04:18.7  
049687.320  00:04:18.8  
049692.773  00:04:18.9  
049698.387  00:04:19.0  
049702.969  00:04:19.1  
049705.418  00:04:19.2  
049707.730  00:04:19.3  
049710.129  00:04:19.4  
049712.766  00:04:19.5  
049715.109  00:04:19.6  
049717.934  00:04:19.7  
049720.805  00:04:19.8  
049723.352  00:04:19.9  
049726.059  00:04:20.0  
049728.902  00:04:20.1  
049731.562  00:04:20.2  
049733.324  00:04:20.3  
049733.270  00:04:20.4  
049732.875  00:04:20.5  
049732.227  00:04:20.6  
049731.270  00:04:20.7  
049729.285  00:04:20.8  
049725.598  00:04:20.9  
049722.812  00:04:21.0  
049720.695  00:04:21.1  
049719.160  00:04:21.2  
049717.898  00:04:21.3  
049716.223  00:04:21.4  
049714.309  00:04:21.5  
049711.781  00:04:21.6  
049709.133  00:04:21.7  
049705.895  00:04:21.8  
049702.980  00:04:21.9  
049700.141  00:04:22.0  
049697.742  00:04:22.1  
049696.055  00:04:22.2  
049695.062  00:04:22.3  
049694.879  00:04:22.4  
049695.047  00:04:22.5  
049696.133  00:04:22.6  
049697.773  00:04:22.7  
049699.164  00:04:22.8  
049699.465  00:04:22.9  
049700.246  00:04:23.0  
049701.637  00:04:23.1  
049702.953  00:04:23.2  
049703.699  00:04:23.3  
049704.223  00:04:23.4  
049704.586  00:04:23.5  
049704.762  00:04:23.6  
049704.742  00:04:23.7  
049704.527  00:04:23.8  
049704.004  00:04:23.9  
049703.422  00:04:24.0  
049703.410  00:04:24.1  
049703.855  00:04:24.2  
049704.180  00:04:24.3  
049704.902  00:04:24.4  
049707.895  00:04:24.5  
049709.277  00:04:24.6  
049709.301  00:04:24.7  
049709.344  00:04:24.8  
049709.520  00:04:24.9  
049709.555  00:04:25.0  
049709.773  00:04:25.1  
049709.480  00:04:25.2  
049709.359  00:04:25.3  
049709.020  00:04:25.4  
049708.996  00:04:25.5  
049708.918  00:04:25.6  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
050019.539  00:05:13.3  
050020.113  00:05:13.4  
050020.941  00:05:13.5  
050022.754  00:05:13.6  
050026.891  00:05:13.7  
050032.637  00:05:13.8  
050039.754  00:05:13.9  
050047.934  00:05:14.0  
050057.332  00:05:14.1  
050066.773  00:05:14.2  
050074.121  00:05:14.3  
050081.520  00:05:14.4  
050090.809  00:05:14.5  
050101.594  00:05:14.6  
050116.281  00:05:14.7  
050136.172  00:05:14.8  
050161.930  00:05:14.9  
050190.328  00:05:15.0  
050218.020  00:05:15.1  
050238.910  00:05:15.2  
050247.527  00:05:15.3  
050247.840  00:05:15.4  
050239.391  00:05:15.5  
050219.762  00:05:15.6  
050179.957  00:05:15.7  
050120.758  00:05:15.8  
050060.156  00:05:15.9  
050008.625  00:05:16.0  
049969.742  00:05:16.1  
049946.285  00:05:16.2  
049936.141  00:05:16.3  
049937.129  00:05:16.4  
049949.277  00:05:16.5  
049969.562  00:05:16.6  
049990.660  00:05:16.7  
050009.566  00:05:16.8  
050026.930  00:05:16.9  
050042.113  00:05:17.0  
050055.191  00:05:17.1  
050068.223  00:05:17.2  
050080.512  00:05:17.3  
050088.551  00:05:17.4  
050092.211  00:05:17.5  
050092.000  00:05:17.6  
050086.871  00:05:17.7  
050082.242  00:05:17.8  
050096.543  00:05:17.9  
050172.098  00:05:18.0  
050340.496  00:05:18.1  
050347.922  00:05:18.2  
050115.324  00:05:18.3  
050064.129  00:05:18.4  
050059.902  00:05:18.5  
050143.539  00:05:18.6  
050320.566  00:05:18.7  
050471.191  00:05:18.8  
050362.031  00:05:18.9  
050250.000  00:05:19.0  
055124.016  00:05:19.1  
084233.984  00:05:19.2  
091837.258  00:05:19.3  
091663.773  00:05:19.4  
091747.031  00:05:19.5  
091438.188  00:05:19.6  
091904.875  00:05:19.7  
091507.961  00:05:19.8  
091201.883  00:05:19.9  
090399.117  00:05:20.0  
090382.781  00:05:20.1  
090772.562  00:05:20.2  
089327.602  00:05:20.3  
086927.047  00:05:20.4  
062471.000  00:05:20.5  
050211.520  00:05:20.6  
050136.766  00:05:20.7  
050127.230  00:05:20.8  
050121.441  00:05:20.9  
050119.648  00:05:21.0  
050121.074  00:05:21.1  
050124.855  00:05:21.2  
050129.547  00:05:21.3  
050133.602  00:05:21.4  
050134.551  00:05:21.5  
050133.977  00:05:21.6  
050133.230  00:05:21.7  
050132.781  00:05:21.8  
050130.953  00:05:21.9  
050126.695  00:05:22.0  
050120.543  00:05:22.1  
050112.867  00:05:22.2  
050102.781  00:05:22.3  
050089.676  00:05:22.4  
050072.246  00:05:22.5  
050053.535  00:05:22.6  
050035.531  00:05:22.7  
050017.945  00:05:22.8  
050002.672  00:05:22.9  
049989.531  00:05:23.0  
049977.312  00:05:23.1  
049966.367  00:05:23.2  
049954.656  00:05:23.3  
049942.078  00:05:23.4  
049928.102  00:05:23.5  
049913.207  00:05:23.6  
049898.895  00:05:23.7  
049884.254  00:05:23.8  
049869.008  00:05:23.9  
049852.074  00:05:24.0  
049836.898  00:05:24.1  
049821.645  00:05:24.2  
049806.008  00:05:24.3  
049790.852  00:05:24.4  
049778.578  00:05:24.5  
049768.480  00:05:24.6  
049758.883  00:05:24.7  
049750.250  00:05:24.8  
049743.594  00:05:24.9  
049737.289  00:05:25.0  
049731.969  00:05:25.1  
049721.871  00:05:25.2  
049713.711  00:05:25.3  
049707.184  00:05:25.4  
049697.855  00:05:25.5  
049685.855  00:05:25.6  
049670.547  00:05:25.7  
049653.047  00:05:25.8  
049637.926  00:05:25.9  
049624.391  00:05:26.0  
049613.852  00:05:26.1  
049604.395  00:05:26.2  
049591.250  00:05:26.3  
049574.535  00:05:26.4  
049559.812  00:05:26.5  
049549.762  00:05:26.6  
049541.977  00:05:26.7  
049535.926  00:05:26.8  
049531.102  00:05:26.9  
049526.594  00:05:27.0  
049537.215  00:05:27.1  
049558.801  00:05:27.2  
049599.730  00:05:27.3  
049912.137  00:05:27.4  
056191.137  00:05:27.5  
082453.734  00:05:27.6  
087803.117  00:05:27.7  
080349.859  00:05:27.8  
056041.156  00:05:27.9  
049569.086  00:05:28.0  
049573.156  00:05:28.1  
049591.168  00:05:28.2  
049619.906  00:05:28.3  
049847.191  00:05:28.4  
056004.738  00:05:28.5  
084793.594  00:05:28.6  
091551.258  00:05:28.7  
092024.016  00:05:28.8  
091806.992  00:05:28.9  
087044.055  00:05:29.0  
088921.922  00:05:29.1  
082439.094  00:05:29.2  
056529.297  00:05:29.3  
049848.070  00:05:29.4  
049686.012  00:05:29.5  
049789.594  00:05:29.6  
052672.004  00:05:29.7  
072055.141  00:05:29.8  
090734.523  00:05:29.9  
090129.602  00:05:30.0  
091554.125  00:05:30.1  
091926.953  00:05:30.2  
091486.367  00:05:30.3  
075112.648  00:05:30.4  
050823.617  00:05:30.5  
050976.527  00:05:30.6  
061391.090  00:05:30.7  
083327.539  00:05:30.8  
059964.984  00:05:30.9  
049854.672  00:05:31.0  
049853.133  00:05:31.1  
049852.637  00:05:31.2  
049852.957  00:05:31.3  
049851.297  00:05:31.4  
049847.277  00:05:31.5  
049841.156  00:05:31.6  
049834.543  00:05:31.7  
049830.371  00:05:31.8  
049830.168  00:05:31.9  
049833.316  00:05:32.0  
049837.316  00:05:32.1  
049843.324  00:05:32.2  
049846.062  00:05:32.3  
049852.520  00:05:32.4  
049862.254  00:05:32.5  
049872.977  00:05:32.6  
049885.742  00:05:32.7  
049900.484  00:05:32.8  
049916.141  00:05:32.9  
049932.664  00:05:33.0  
049950.410  00:05:33.1  
049968.559  00:05:33.2  
049985.930  00:05:33.3  
050000.348  00:05:33.4  
050016.840  00:05:33.5  
050035.773  00:05:33.6  
050057.746  00:05:33.7  
050079.539  00:05:33.8  
050099.867  00:05:33.9  
050120.242  00:05:34.0  
050152.078  00:05:34.1  
050208.199  00:05:34.2  
050292.340  00:05:34.3  
050468.023  00:05:34.4  
058503.746  00:05:34.5  
086347.359  00:05:34.6  
089461.148  00:05:34.7  
088356.398  00:05:34.8  
083994.953  00:05:34.9  
077619.461  00:05:35.0  
080901.797  00:05:35.1  
087981.836  00:05:35.2  
089705.859  00:05:35.3  
087267.109  00:05:35.4  
085900.148  00:05:35.5  
091721.047  00:05:35.6  
092764.070  00:05:35.7  
092612.555  00:05:35.8  
092017.000  00:05:35.9  
091664.734  00:05:36.0  
089680.898  00:05:36.1  
075369.633  00:05:36.2  
050366.602  00:05:36.3  
048847.785  00:05:36.4  
048973.188  00:05:36.5  
049109.152  00:05:36.6  
049230.414  00:05:36.7  
049325.715  00:05:36.8  
049399.508  00:05:36.9  
049466.445  00:05:37.0  
049534.738  00:05:37.1  
049599.906  00:05:37.2  
049658.980  00:05:37.3  
049707.906  00:05:37.4  
049745.598  00:05:37.5  
049774.801  00:05:37.6  
049803.000  00:05:37.7  
049833.816  00:05:37.8  
049866.477  00:05:37.9  
049896.309  00:05:38.0  
049927.012  00:05:38.1  
049957.172  00:05:38.2  
049989.480  00:05:38.3  
050023.375  00:05:38.4  
050057.535  00:05:38.5  
050091.793  00:05:38.6  
050124.598  00:05:38.7  
050155.914  00:05:38.8  
050186.184  00:05:38.9  
050215.684  00:05:39.0  
050247.039  00:05:39.1  
050282.605  00:05:39.2  
050321.906  00:05:39.3  
050359.824  00:05:39.4  
050397.367  00:05:39.5  
050437.320  00:05:39.6  
050479.105  00:05:39.7  
050523.125  00:05:39.8  
050569.816  00:05:39.9  
050616.660  00:05:40.0  
050658.871  00:05:40.1  
050695.164  00:05:40.2  
050730.008  00:05:40.3  
050765.793  00:05:40.4  
050804.355  00:05:40.5  
050848.508  00:05:40.6  
050892.859  00:05:40.7  
050931.289  00:05:40.8  
050964.586  00:05:40.9  
050994.812  00:05:41.0  
051023.711  00:05:41.1  
051053.078  00:05:41.2  
051081.055  00:05:41.3  
051095.180  00:05:41.4  
051098.078  00:05:41.5  
051094.371  00:05:41.6  
051084.922  00:05:41.7  
051074.699  00:05:41.8  
051066.105  00:05:41.9  
051057.941  00:05:42.0  
051042.938  00:05:42.1  
051013.078  00:05:42.2  
050970.887  00:05:42.3  
050920.113  00:05:42.4  
050867.203  00:05:42.5  
050807.066  00:05:42.6  
050727.422  00:05:42.7  
050620.367  00:05:42.8  
050503.621  00:05:42.9  
050384.121  00:05:43.0  
050250.973  00:05:43.1  
050110.777  00:05:43.2  
049968.848  00:05:43.3  
049819.340  00:05:43.4  
049660.148  00:05:43.5  
049502.617  00:05:43.6  
049360.629  00:05:43.7  
049231.559  00:05:43.8  
049111.758  00:05:43.9  
048993.812  00:05:44.0  
048882.988  00:05:44.1  
048794.551  00:05:44.2  
048746.961  00:05:44.3  
048733.719  00:05:44.4  
048732.605  00:05:44.5  
048738.492  00:05:44.6  
048742.352  00:05:44.7  
048740.883  00:05:44.8  
048741.578  00:05:44.9  
048752.352  00:05:45.0  
048779.195  00:05:45.1  
048832.125  00:05:45.2  
048899.199  00:05:45.3  
048971.281  00:05:45.4  
049047.531  00:05:45.5  
049122.035  00:05:45.6  
049193.117  00:05:45.7  
049261.902  00:05:45.8  
049331.465  00:05:45.9  
049401.281  00:05:46.0  
049470.609  00:05:46.1  
049545.793  00:05:46.2  
049634.961  00:05:46.3  
049737.930  00:05:46.4  
049844.582  00:05:46.5  
049959.391  00:05:46.6  
050085.875  00:05:46.7  
050230.145  00:05:46.8  
050398.250  00:05:46.9  
050593.934  00:05:47.0  
050810.824  00:05:47.1  
051019.672  00:05:47.2  
051200.734  00:05:47.3  
051376.762  00:05:47.4  
051677.461  00:05:47.5  
052434.594  00:05:47.6  
056175.445  00:05:47.7  
065778.523  00:05:47.8  
066831.414  00:05:47.9  
075983.703  00:05:48.0  
084278.562  00:05:48.1  
085050.312  00:05:48.2  
084175.914  00:05:48.3  
072636.016  00:05:48.4  
052516.184  00:05:48.5  
050103.559  00:05:48.6  
050043.770  00:05:48.7  
050005.035  00:05:48.8  
049970.891  00:05:48.9  
049941.539  00:05:49.0  
049911.293  00:05:49.1  
049880.234  00:05:49.2  
049849.703  00:05:49.3  
049822.105  00:05:49.4  
049802.090  00:05:49.5  
049792.273  00:05:49.6  
049786.473  00:05:49.7  
049782.570  00:05:49.8  
049780.680  00:05:49.9  
049776.992  00:05:50.0  
049772.969  00:05:50.1  
049768.871  00:05:50.2  
049762.648  00:05:50.3  
049756.594  00:05:50.4  
049752.637  00:05:50.5  
049749.688  00:05:50.6  
049746.996  00:05:50.7  
049744.688  00:05:50.8  
049742.168  00:05:50.9  
049740.430  00:05:51.0  
049739.312  00:05:51.1  
049739.605  00:05:51.2  
049740.039  00:05:51.3  
049740.477  00:05:51.4  
049740.457  00:05:51.5  
049737.758  00:05:51.6  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
050199.547  00:06:07.9  
050200.012  00:06:08.0  
050200.316  00:06:08.1  
050199.520  00:06:08.2  
050198.617  00:06:08.3  
050197.086  00:06:08.4  
050196.223  00:06:08.5  
050195.715  00:06:08.6  
050194.914  00:06:08.7  
050194.027  00:06:08.8  
050195.148  00:06:08.9  
050195.215  00:06:09.0  
050196.125  00:06:09.1  
050198.406  00:06:09.2  
050200.750  00:06:09.3  
050204.191  00:06:09.4  
050208.070  00:06:09.5  
050212.090  00:06:09.6  
050215.758  00:06:09.7  
050219.879  00:06:09.8  
050225.203  00:06:09.9  
050232.480  00:06:10.0  
050243.590  00:06:10.1  
050255.316  00:06:10.2  
050262.023  00:06:10.3  
050266.582  00:06:10.4  
050271.938  00:06:10.5  
050278.777  00:06:10.6  
050286.320  00:06:10.7  
050292.602  00:06:10.8  
050298.305  00:06:10.9  
050302.250  00:06:11.0  
050298.930  00:06:11.1  
050289.551  00:06:11.2  
050277.738  00:06:11.3  
050259.676  00:06:11.4  
050241.297  00:06:11.5  
050222.816  00:06:11.6  
050202.777  00:06:11.7  
050175.867  00:06:11.8  
050142.227  00:06:11.9  
050104.871  00:06:12.0  
050075.277  00:06:12.1  
050046.293  00:06:12.2  
050014.805  00:06:12.3  
049980.090  00:06:12.4  
049940.625  00:06:12.5  
049891.887  00:06:12.6  
049841.012  00:06:12.7  
049798.371  00:06:12.8  
049761.055  00:06:12.9  
049729.281  00:06:13.0  
049698.281  00:06:13.1  
049667.125  00:06:13.2  
049637.891  00:06:13.3  
049612.398  00:06:13.4  
049595.691  00:06:13.5  
049589.410  00:06:13.6  
049579.156  00:06:13.7  
049562.809  00:06:13.8  
049546.176  00:06:13.9  
049529.270  00:06:14.0  
049519.418  00:06:14.1  
049525.492  00:06:14.2  
049545.578  00:06:14.3  
049565.363  00:06:14.4  
049577.230  00:06:14.5  
049583.180  00:06:14.6  
049591.172  00:06:14.7  
049608.047  00:06:14.8  
049641.367  00:06:14.9  
049694.270  00:06:15.0  
049747.602  00:06:15.1  
049788.719  00:06:15.2  
049823.430  00:06:15.3  
049858.402  00:06:15.4  
049904.391  00:06:15.5  
049963.652  00:06:15.6  
050022.234  00:06:15.7  
050074.414  00:06:15.8  
050125.238  00:06:15.9  
050178.148  00:06:16.0  
050235.820  00:06:16.1  
050295.781  00:06:16.2  
050345.137  00:06:16.3  
